Measure,Time,Time_type,Ethnicity,Ethnicity_type,Gender,Gender_type,Age Bracket,Age Bracket Type,Value,Denominator,Numerator,Upper bound,Lower bound,Note
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.119,281,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.158,94,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.1,242,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.189,124,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.098,50,,,,Small sample size
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.106,110,,,,
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.137,138,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Female,Male/Female,25-49,Labour force age brackets,0.126,1038,,,,
Unemployment in the labour force,2012,Year,All,All,Female,Male/Female,25-49,Labour force age brackets,0.066,8418,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.044,7239,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.125,159,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.054,142,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.148,55,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.102,50,,,,Small sample size
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.106,69,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,,All,50-64,Labour force age brackets,0.097,535,,,,
Unemployment in the labour force,2012,Year,All,All,,All,50-64,Labour force age brackets,0.048,7779,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.053,3903,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.172,76,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.063,78,,,,Small sample size
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.115,44,,,,Small sample size
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.12,43,,,,Small sample size
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Male,Male/Female,50-64,Labour force age brackets,0.113,297,,,,
Unemployment in the labour force,2012,Year,All,All,Male,Male/Female,50-64,Labour force age brackets,0.057,4203,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.034,3335,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.082,83,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.274,11,,,,Small sample size
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Female,Male/Female,50-64,Labour force age brackets,0.077,238,,,,
Unemployment in the labour force,2012,Year,All,All,Female,Male/Female,50-64,Labour force age brackets,0.037,3575,,,,
Unemployment in the labour force,2012,Year,White,White and other,,All,16+,Labour force age brackets,0.073,27887,,,,
Unemployment in the labour force,2012,Year,White,White and other,Male,Male/Female,16+,Labour force age brackets,0.078,14879,,,,
Unemployment in the labour force,2012,Year,White,White and other,Female,Male/Female,16+,Labour force age brackets,0.067,13009,,,,
Unemployment in the labour force,2012,Year,White,White and other,,All,16-24,Labour force age brackets,0.199,4078,,,,
Unemployment in the labour force,2012,Year,White,White and other,Male,Male/Female,16-24,Labour force age brackets,0.227,2134,,,,
Unemployment in the labour force,2012,Year,White,White and other,Female,Male/Female,16-24,Labour force age brackets,0.153,1944,,,,
Unemployment in the labour force,2012,Year,White,White and other,,All,25-49,Labour force age brackets,0.056,15664,,,,
Unemployment in the labour force,2012,Year,White,White and other,Male,Male/Female,25-49,Labour force age brackets,0.055,8288,,,,
Unemployment in the labour force,2012,Year,White,White and other,Female,Male/Female,25-49,Labour force age brackets,0.057,7376,,,,
Unemployment in the labour force,2012,Year,White,White and other,,All,50-64,Labour force age brackets,0.044,7239,,,,
Unemployment in the labour force,2012,Year,White,White and other,Male,Male/Female,50-64,Labour force age brackets,0.053,3903,,,,
Unemployment in the labour force,2012,Year,White,White and other,Female,Male/Female,50-64,Labour force age brackets,0.034,3335,,,,
Unemployment in the labour force,2013,Year,White,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.068,28011,,,,
Unemployment in the labour force,2013,Year,Black,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.17,882,,,,
Unemployment in the labour force,2013,Year,Mixed or multiple,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.148,325,,,,
Unemployment in the labour force,2013,Year,Indian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.09,826,,,,
Unemployment in the labour force,2013,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.186,636,,,,
Unemployment in the labour force,2013,Year,Chinese,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.091,126,,,,
Unemployment in the labour force,2013,Year,Other Asian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.093,344,,,,
Unemployment in the labour force,2013,Year,Other  ,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.127,483,,,,
Unemployment in the labour force,2013,Year,Unknown,ONS labour expanded Asian,,All,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2013,Year,Ethnic Minority,White and other,,All,16+,Labour force age brackets,0.137,3623,,,,
Unemployment in the labour force,2013,Year,All,All,,All,16+,Labour force age brackets,0.076,31650,,,,
Unemployment in the labour force,2013,Year,White,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.072,14902,,,,
Unemployment in the labour force,2013,Year,Black,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.192,429,,,,
Unemployment in the labour force,2013,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.16,157,,,,
Unemployment in the labour force,2013,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.088,471,,,,
Unemployment in the labour force,2013,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.159,434,,,,
Unemployment in the labour force,2013,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.104,57,,,,Small sample size
Unemployment in the labour force,2013,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.089,192,,,,
Unemployment in the labour force,2013,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.108,282,,,,
Unemployment in the labour force,2013,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2013,Year,Ethnic Minority,White and other,Male,Male/Female,16+,Labour force age brackets,0.134,2023,,,,
Unemployment in the labour force,2013,Year,All,All,Male,Male/Female,16+,Labour force age brackets,0.08,16933,,,,
Unemployment in the labour force,2013,Year,White,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.064,13108,,,,
Unemployment in the labour force,2013,Year,Black,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.149,453,,,,
Unemployment in the labour force,2013,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.138,169,,,,
Unemployment in the labour force,2013,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.093,356,,,,
Unemployment in the labour force,2013,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.244,202,,,,
Unemployment in the labour force,2013,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.08,70,,,,Small sample size
Unemployment in the labour force,2013,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.097,152,,,,
Unemployment in the labour force,2013,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.153,201,,,,
Unemployment in the labour force,2013,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2013,Year,Ethnic Minority,White and other,Female,Male/Female,16+,Labour force age brackets,0.14,1601,,,,
Unemployment in the labour force,2013,Year,All,All,Female,Male/Female,16+,Labour force age brackets,0.072,14718,,,,
Unemployment in the labour force,2013,Year,White,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.187,4015,,,,
Unemployment in the labour force,2013,Year,Black,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.447,116,,,,
Unemployment in the labour force,2013,Year,Mixed or multiple,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.265,103,,,,
Unemployment in the labour force,2013,Year,Indian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.349,72,,,,
Unemployment in the labour force,2013,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.47,126,,,,
Unemployment in the labour force,2013,Year,Chinese,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2013,Year,Other Asian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.281,42,,,,
Unemployment in the labour force,2013,Year,Other  ,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.288,49,,,,
Unemployment in the labour force,2013,Year,Unknown,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2013,Year,Ethnic Minority,White and other,,All,16-24,Labour force age brackets,0.37,521,,,,
Unemployment in the labour force,2013,Year,All,All,,All,16-24,Labour force age brackets,0.208,4538,,,,
Unemployment in the labour force,2013,Year,White,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.209,2083,,,,
Unemployment in the labour force,2013,Year,Black,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.45,56,,,,
Unemployment in the labour force,2013,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.307,52,,,,
Unemployment in the labour force,2013,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.366,46,,,,
Unemployment in the labour force,2013,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.51,71,,,,
Unemployment in the labour force,2013,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2013,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.286,25,,,,Small sample size
Unemployment in the labour force,2013,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.241,25,,,,Small sample size
Unemployment in the labour force,2013,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
